0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Job_Title,Salary_Estimate,Rating,Company_Name,Location,Size,Type_Of_Ownership,Industry,Min_Salary,Max_Salary,Avg_Salary,Job_State,Same_State,Company_Age,Python,Excel,Hadoop,Spark,Aws,Tableau,Big_Data,Seniority,Hq_State
Senior Data Scientist,80-132 ,4.0,Autodesk,"San Francisco, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,80,132,106, CA,0,38,1,0,1,1,0,0,1,senior,CA
Data Scientist,80-132 ,3.4,USI,"Southfield, MI",1001 to 5000 employees,Company - Private,Construction,80,132,106, MI,0,22,1,1,0,0,0,0,0,,MN
Data Scientist,80-132 ,3.9,GSK,"Collegeville, PA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,80,132,106, PA,0,190,1,0,1,0,1,1,0,,
Data Scientist,80-132 ,3.8,CIA,"Washington, DC",,Government,Federal Agencies,80,132,106, DC,0,73,0,0,0,0,0,0,0,,VA
Data Scientist,80-132 ,4.5,Maven Wave Partners,"Chicago, IL",201 to 500 employees,Company - Private,Consulting,80,132,106, IL,1,12,1,1,1,0,1,1,0,,IL
Data Scientist,80-132 ,4.3,Ovative Group,"Minneapolis, MN",51 to 200 employees,Company - Private,Advertising & Marketing,80,132,106, MN,1,11,1,0,0,0,0,0,0,,MN
Data Scientist,80-132 ,3.6,Kognetics,"Gahanna, OH",1 to 50 employees,Company - Private,,80,132,106, OH,0,-1,1,1,0,0,0,0,0,,NY
Data Scientist,80-132 ,2.9,Envision Healthcare,"Nashville, TN",10000+ employees,Company - Private,Health Care Services & Hospitals,80,132,106, TN,1,15,1,1,1,1,1,1,1,,TN
Data Scientist,80-132 ,2.9,"Pragmatics, Inc.",United States,201 to 500 employees,Company - Private,IT Services,80,132,106,US,0,35,1,0,1,0,1,0,0,,VA
Decision Scientist,80-132 ,4.5,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD",5001 to 10000 employees,Nonprofit Organization,Aerospace & Defense,80,132,106, MD,1,78,0,1,0,1,0,0,0,,MD
Data Scientist - TS/SCI FSP or CI Required,80-132 ,5.0,Phoenix Operations Group,"Annapolis Junction, MD",1 to 50 employees,Company - Private,IT Services,80,132,106, MD,0,9,1,0,0,1,0,0,1,,MD
Data Scientist,80-132 ,3.5,Crossover Health,"San Clemente, CA",1 to 50 employees,Company - Private,Health Care Services & Hospitals,80,132,106, CA,0,10,1,1,0,0,0,1,1,,CA
Data Scientist,80-132 ,4.0,Lorven Technologies Inc,"New York, NY",1 to 50 employees,Company - Private,Accounting,80,132,106, NY,0,-1,1,0,0,0,0,0,0,,NJ
Data Scientist,80-132 ,4.4,Meridian Knowledge Solutions,"Washington, DC",51 to 200 employees,Subsidiary or Business Segment,Enterprise Software & Network Solutions,80,132,106, DC,0,23,0,1,0,0,0,0,0,,VA
Data Scientist,80-132 ,4.2,UST Global,"Atlanta, GA",10000+ employees,Company - Private,IT Services,80,132,106, GA,0,21,1,1,1,1,1,0,1,,CA
Data Scientist,80-132 ,3.2,IMG Systems,"Plano, TX",1 to 50 employees,Company - Private,Consulting,80,132,106, TX,1,-1,1,0,0,0,0,0,0,,TX
Data Scientist,80-132 ,3.4,Trident Systems Inc,"Fairfax, VA",51 to 200 employees,Company - Private,Aerospace & Defense,80,132,106, VA,1,35,0,0,0,0,0,0,0,,VA
Data Scientist,80-132 ,4.7,"Tygart Technology, Inc","Washington, DC",1 to 50 employees,Company - Private,,80,132,106, DC,0,-1,1,1,1,0,0,0,1,,WV
Senior Data Scientist,87-141 ,4.2,ManTech,"Alexandria, VA",5001 to 10000 employees,Company - Public,Research & Development,87,141,114, VA,0,52,1,0,1,1,0,1,1,senior,VA
Data Scientist,87-141 ,0.0,"GrainBridge, LLC","Omaha, NE",,,,87,141,114, NE,0,-1,1,1,0,0,1,0,1,,
Data Scientist,87-141 ,3.2,First Health Group,"Wellesley, MA",10000+ employees,Company - Private,Insurance Carriers,87,141,114, MA,0,167,0,0,0,0,0,0,0,,MD
Data Scientist,87-141 ,0.0,Sprezzatura Management Consulting,"Washington, VA",,Company - Private,,87,141,114, VA,0,-1,0,1,0,0,0,0,0,,VA
Data Scientist,87-141 ,2.8,"Progress Rail, A Caterpillar Company","Fort Worth, TX",1001 to 5000 employees,Subsidiary or Business Segment,Rail,87,141,114, TX,0,37,1,1,0,0,1,0,0,,AL
Data Scientist,87-141 ,4.2,UST Global,"Atlanta, GA",10000+ employees,Company - Private,IT Services,87,141,114, GA,0,21,1,1,1,1,1,0,1,,CA
Data Scientist,87-141 ,4.5,Axiologic Solutions,"Alexandria, VA",51 to 200 employees,Company - Private,Aerospace & Defense,87,141,114, VA,0,11,0,0,0,0,1,0,0,,VA
Data Scientist,87-141 ,3.0,Indigo Slate,"Bellevue, WA",51 to 200 employees,Company - Private,Consulting,87,141,114, WA,1,14,1,0,0,1,0,0,0,,WA
Data Scientist,87-141 ,3.3,Cubic,United States,5001 to 10000 employees,Company - Public,Aerospace & Defense,87,141,114,US,0,69,1,1,1,0,0,0,0,,CA
Data Scientist,87-141 ,4.0,Advanced Bio-Logic Solutions Corp,"Thousand Oaks, CA",1 to 50 employees,Company - Private,,87,141,114, CA,0,-1,1,0,0,0,0,0,0,,CA
Data Engineer,87-141 ,3.5,Alignment Healthcare,"Orange, CA",501 to 1000 employees,Company - Private,Health Care Services & Hospitals,87,141,114, CA,1,7,0,1,1,1,1,1,0,,CA
Data Scientist,87-141 ,3.5,WGSN,"Baltimore, MD",1 to 50 employees,Company - Private,Consulting,87,141,114, MD,0,22,1,1,1,1,0,1,0,,NY
Data Scientist,87-141 ,3.6,"ISYS Technologies, Inc.","Herndon, VA",51 to 200 employees,Company - Private,Computer Hardware & Software,87,141,114, VA,0,30,1,0,1,1,0,1,0,,CO
Data Scientist,87-141 ,3.0,TransVoyant,"Alexandria, VA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,87,141,114, VA,1,8,0,0,1,1,0,0,0,,VA
Data Scientist/Data Analytics Practitioner,87-141 ,4.0,Noblis,"Bridgeport, WV",1001 to 5000 employees,Nonprofit Organization,Consulting,87,141,114, WV,0,24,1,0,0,0,0,0,0,,VA
Data Scientist,87-141 ,4.6,Murray Resources,"The Woodlands, TX",1 to 50 employees,Company - Private,Staffing & Outsourcing,87,141,114, TX,0,32,1,1,1,0,0,1,0,,TX
Data Scientist,87-141 ,4.3,Geotab,"Oakville, CA",1001 to 5000 employees,Company - Private,Computer Hardware & Software,87,141,114, CA,0,20,1,1,0,1,0,0,1,,
Data Scientist,87-141 ,4.7,CRS Group,"Chicago, IL",51 to 200 employees,Company - Private,Staffing & Outsourcing,87,141,114, IL,0,26,0,0,0,0,0,0,0,,IL
Data Scientist,87-141 ,3.7,EGlobalTech,"Arlington, VA",201 to 500 employees,Company - Private,IT Services,87,141,114, VA,0,16,1,1,0,0,1,0,0,,VA
"Data Scientist, Kinship - NYC/Portland",92-155 ,3.9,Mars,"New York, NY",10000+ employees,Company - Private,Food & Beverage Manufacturing,92,155,123, NY,0,109,1,0,0,1,0,0,0,,VA
Data Scientist,92-155 ,3.0,"Central Business Solutions, Inc","Seattle, WA",51 to 200 employees,Company - Private,Consulting,92,155,123, WA,0,-1,1,1,1,1,1,0,0,,CA
Data Scientist,92-155 ,2.5,KeHE Distributors,"Naperville, IL",5001 to 10000 employees,Company - Private,Wholesale,92,155,123, IL,1,66,1,1,1,1,1,1,1,,IL
Data Scientist,92-155 ,3.5,Blackstone Talent Group,"San Francisco, CA",51 to 200 employees,Company - Private,Consulting,92,155,123, CA,1,22,1,0,0,0,1,0,0,,CA
Data Scientist - TS/SCI Required,92-155 ,5.0,Phoenix Operations Group,"Baltimore, MD",1 to 50 employees,Company - Private,IT Services,92,155,123, MD,0,9,1,0,0,1,0,0,1,,MD
Data Scientist,92-155 ,0.0,Sophinea,"Chantilly, VA",1 to 50 employees,,,92,155,123, VA,0,-1,0,0,0,0,0,0,0,,
Senior Data Scientist,92-155 ,3.5,Maxar Technologies,"Herndon, VA",5001 to 10000 employees,Company - Public,Aerospace & Defense,92,155,123, VA,0,-1,1,1,0,0,0,0,1,senior,CO
Data Scientist,92-155 ,3.0,Moxie Software,"Bellevue, WA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,92,155,123, WA,0,21,1,0,1,1,0,0,0,,CA
Data Scientist(s)/Machine Learning Engineer,92-155 ,5.0,Blue Horizon Tek Solutions,"New York, NY",1 to 50 employees,Company - Private,Staffing & Outsourcing,92,155,123, NY,0,33,1,1,0,0,0,0,0,,FL
Data Scientist,92-155 ,4.7,Unicom Technologies INC,"Chicago, IL",51 to 200 employees,Company - Private,IT Services,92,155,123, IL,0,-1,1,1,1,1,1,0,0,,IL
Data Engineer,92-155 ,3.3,Americo Life,"Kansas City, MO",201 to 500 employees,Company - Private,Insurance Carriers,92,155,123, MO,1,28,1,1,1,1,1,0,0,,MO
Data Scientist,92-155 ,3.3,Tokio Marine HCC,"Houston, TX",1001 to 5000 employees,Company - Private,Insurance Carriers,92,155,123, TX,1,46,1,0,0,0,0,0,0,,TX
Data Scientist,92-155 ,3.5,CACI International,"Chantilly, VA",10000+ employees,Company - Public,Aerospace & Defense,92,155,123, VA,0,58,0,1,0,0,0,0,0,,VA
"AI/ML - Machine Learning Scientist, Siri Understanding",92-155 ,4.1,Apple,"Santa Clara, CA",10000+ employees,Company - Public,Computer Hardware & Software,92,155,123, CA,0,44,1,0,0,0,0,0,1,,CA
Data Scientist,92-155 ,3.5,Maxar Technologies,"Herndon, VA",5001 to 10000 employees,Company - Public,Aerospace & Defense,92,155,123, VA,0,-1,1,0,1,1,0,1,0,,CO
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,92-155 ,3.9,Southwest Research Institute,"Oklahoma City, OK",1001 to 5000 employees,Nonprofit Organization,Research & Development,92,155,123, OK,0,73,1,1,0,0,0,0,0,,TX
Data Scientist,92-155 ,4.7,Compass Consulting Group,"Thousand Oaks, CA",51 to 200 employees,Company - Private,Consulting,92,155,123, CA,0,12,1,0,0,0,0,0,0,,CA
Data Science Software Engineer,92-155 ,4.8,Klaviyo,"Boston, MA",201 to 500 employees,Company - Private,Computer Hardware & Software,92,155,123, MA,1,8,1,0,0,0,0,0,0,,MA
"Scientist / Group Lead, Cancer Biology",92-155 ,0.0,Monte Rosa Therapeutics,"Cambridge, MA",,,,92,155,123, MA,0,-1,0,1,0,0,0,0,0,senior,
AI Ops Data Scientist,92-155 ,4.0,AstraZeneca,"Gaithersburg, MD",10000+ employees,Company - Public,Biotech & Pharmaceuticals,92,155,123, MD,0,107,1,0,1,1,1,0,0,,
Senior Data Scientist,105-167 ,3.8,GutCheck,"Denver, CO",51 to 200 employees,Company - Private,Advertising & Marketing,105,167,136, CO,1,11,0,0,0,0,0,0,0,senior,CO
Sr. ML/Data Scientist - AI/NLP/Chatbot,105-167 ,3.8,Juniper Networks,"Cupertino, CA",5001 to 10000 employees,Company - Public,Telecommunications Services,105,167,136, CA,0,24,1,1,0,1,1,0,0,senior,CA
Data Scientist,105-167 ,2.7,Hexagon US Federal,"Lexington Park, MD",51 to 200 employees,Company - Public,Aerospace & Defense,105,167,136, MD,0,10,0,1,0,0,1,0,0,,VA
Data Scientist,105-167 ,4.0,Comtech Global Inc,"Washington, DC",51 to 200 employees,Company - Private,"Health, Beauty, & Fitness",105,167,136, DC,0,-1,1,0,1,1,1,1,0,,OH
Data Scientist,105-167 ,0.0,Berico Technologies,"Fort Belvoir, VA",,,,105,167,136, VA,0,-1,0,1,0,0,1,0,0,,
Data Scientist,105-167 ,0.0,Kehe Food Distributors,"Naperville, IL",,,,105,167,136, IL,0,-1,1,1,1,1,1,1,1,,
Data Scientist,105-167 ,3.8,"Aveshka, Inc.","Washington, DC",51 to 200 employees,Company - Public,IT Services,105,167,136, DC,0,10,1,1,0,1,0,0,1,,VA
Data Scientist,105-167 ,3.2,Perspecta,"Adelphi, MD",10000+ employees,Company - Public,Aerospace & Defense,105,167,136, MD,0,2,1,0,1,0,0,0,1,,VA
Data Scientist,105-167 ,0.0,Pactera Edge,"Redmond, WA",,,,105,167,136, WA,0,-1,1,0,0,0,0,0,0,,
Data Scientist,105-167 ,3.6,Qurate Retail Group,"West Chester, PA",10000+ employees,Company - Public,Other Retail Stores,105,167,136, PA,1,-1,1,1,0,0,0,1,0,,PA
Data Scientist,105-167 ,4.4,"SolutionIT, Inc.","Edison, NJ",51 to 200 employees,Company - Private,,105,167,136, NJ,0,-1,0,0,0,0,0,0,0,,MA
Data Scientist,105-167 ,4.1,A-Line Staffing Solutions,"Durham, NC",501 to 1000 employees,Company - Private,Staffing & Outsourcing,105,167,136, NC,0,16,1,0,1,1,0,0,1,,MI
Data Scientist,105-167 ,0.0,Clear Ridge Defense,"Quantico, VA",1 to 50 employees,Company - Private,,105,167,136, VA,0,-1,1,0,1,0,0,0,0,,MD
Data Scientist,105-167 ,3.8,"Criterion Systems, Inc.","Vienna, VA",201 to 500 employees,Company - Private,IT Services,105,167,136, VA,1,15,1,1,0,0,0,0,0,,VA
Data Scientist,105-167 ,4.0,Foundation Medicine,"Boston, MA",1001 to 5000 employees,Company - Public,Biotech & Pharmaceuticals,105,167,136, MA,0,10,1,0,0,0,0,0,0,,MA
Data Scientist,105-167 ,3.6,TRANZACT,"Fort Lee, NJ",1001 to 5000 employees,Company - Private,Advertising & Marketing,105,167,136, NJ,1,31,1,1,1,0,0,1,1,,NJ
Data Scientist,105-167 ,0.0,JKGT,"San Francisco, CA",,,,105,167,136, CA,0,-1,0,0,0,0,0,0,0,,
Data Scientist,105-167 ,0.0,AccessHope,"Irwindale, CA",,,,105,167,136, CA,0,-1,1,1,1,0,0,1,0,,
Data Scientist,105-167 ,5.0,ChaTeck Incorporated,"San Francisco, CA",1 to 50 employees,Company - Private,Advertising & Marketing,105,167,136, CA,0,-1,1,0,1,1,0,0,1,,CA
Data Scientist,105-167 ,2.7,1-800-Flowers,"New York, NY",1001 to 5000 employees,Company - Public,Wholesale,105,167,136, NY,0,44,1,1,0,0,0,1,0,,NY
