0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Job_Title,Salary_Estimate,Rating,Company_Name,Location,Size,Type_Of_Ownership,Industry,Min_Salary,Max_Salary,Avg_Salary,Job_State,Same_State,Company_Age,Python,Excel,Hadoop,Spark,Aws,Tableau,Big_Data,Seniority,Hq_State
Data Scientist,141-225 ,3.4,Mackin,"Menlo Park, CA",51 to 200 employees,Company - Private,Architectural & Engineering Services,141,225,183, CA,0,60,1,0,0,0,0,0,0,,PA
Data Scientist,141-225 ,0.0,PETADATA,"San Francisco, CA",51 to 200 employees,Company - Private,,141,225,183, CA,0,-1,1,1,0,0,0,1,0,,CA
Data Scientist,141-225 ,4.4,VBeyond Corporation,"Dallas, TX",201 to 500 employees,Company - Private,Staffing & Outsourcing,141,225,183, TX,0,14,1,0,0,0,0,0,0,,NJ
Data Scientist Machine Learning,141-225 ,3.5,Leidos,"Arlington, VA",10000+ employees,Company - Public,Aerospace & Defense,141,225,183, VA,0,51,1,0,0,0,1,0,0,,VA
Data Scientist,141-225 ,3.7,Take-Two,"San Francisco, CA",1001 to 5000 employees,Company - Public,Video Games,141,225,183, CA,0,27,1,1,0,1,1,1,0,,NY
Data Scientist,141-225 ,3.7,Colony Brands,"Monroe, WI",501 to 1000 employees,Company - Private,Food & Beverage Stores,141,225,183, WI,1,-1,1,0,0,0,0,0,0,,WI
Data Scientist,141-225 ,4.1,Capio Group,"Sacramento, CA",10000+ employees,Hospital,Health Care Services & Hospitals,141,225,183, CA,0,-1,1,0,0,0,0,0,0,,
Data Scientist,141-225 ,3.4,SleePare,"New York, NY",1 to 50 employees,Company - Private,Other Retail Stores,141,225,183, NY,1,3,1,0,0,1,0,0,0,,NY
Data Analyst,141-225 ,4.5,ShorePoint,"Reston, VA",1 to 50 employees,Company - Private,IT Services,141,225,183, VA,0,3,0,1,0,0,0,1,0,,DC
Data Scientist,141-225 ,3.5,Dolphin,"New York, NY",1001 to 5000 employees,Company - Private,"Hotels, Motels, & Resorts",141,225,183, NY,0,30,1,0,0,1,0,0,0,,FL
Data Scientist,141-225 ,3.6,TE Connectivity,"Hampton, VA",10000+ employees,Company - Public,Electrical & Electronic Manufacturing,141,225,183, VA,0,13,0,0,0,0,0,0,0,,
Data Scientist,141-225 ,3.2,State of Virginia,"Richmond, VA",10000+ employees,Government,State & Regional Agencies,141,225,183, VA,1,232,1,0,1,0,0,0,1,,VA
Data Scientist,141-225 ,3.7,TA Digital,"New York, NY",501 to 1000 employees,Company - Private,Computer Hardware & Software,141,225,183, NY,0,20,1,0,0,0,1,0,1,,CA
Data Scientist,141-225 ,4.0,Market America Inc,"Monterey, CA",501 to 1000 employees,Company - Private,Other Retail Stores,141,225,183, CA,0,28,1,1,1,1,0,0,0,,NC
Data Scientist,145-225,3.2,Triplebyte,"Chicago, IL",51 to 200 employees,Company - Private,Computer Hardware & Software,145,225,185, IL,0,5,0,0,0,0,0,0,0,,CA
Data Scientist,145-225,4.5,Kingfisher Systems,"McLean, VA",51 to 200 employees,Company - Private,Federal Agencies,145,225,185, VA,0,15,1,0,0,0,0,1,0,,VA
Data Scientist,145-225,3.9,ALTA IT Services,"Woodlawn, MD",201 to 500 employees,Company - Private,IT Services,145,225,185, MD,0,16,1,0,0,0,0,1,0,,MD
Data Scientist,145-225,3.2,Kollasoft Inc.,United States,1 to 50 employees,Company - Private,IT Services,145,225,185,US,0,-1,1,1,0,0,0,0,0,,AZ
Data Scientist,145-225,5.0,Kollasoft Inc.,"New York, NY",,Company - Public,,145,225,185, NY,0,-1,1,1,0,0,0,0,0,,TX
Data Scientist,145-225,3.4,ASRC Federal Holding Company,"Reston, VA",5001 to 10000 employees,Company - Private,Aerospace & Defense,145,225,185, VA,0,17,0,1,0,0,0,0,0,,MD
Data Scientist,145-225,4.4,Adwait Algorithm,"New York, NY",51 to 200 employees,Company - Private,IT Services,145,225,185, NY,0,5,1,0,1,1,0,0,1,,TX
"Health Plan Data Analyst, Sr",145-225,3.8,Cook Children's Health Care System,"Fort Worth, TX",5001 to 10000 employees,Nonprofit Organization,Health Care Services & Hospitals,145,225,185, TX,1,102,0,0,0,0,0,0,0,senior,TX
"Principal Scientist/Associate Director, Quality Control and Analytical Technologies",145-225,3.8,Rubius Therapeutics,"Smithfield, RI",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,145,225,185, RI,0,7,0,0,0,0,0,0,0,senior,MA
Data Scientist,145-225,3.5,Cambridge FX,"Atlanta, GA",201 to 500 employees,Company - Public,Financial Transaction Processing,145,225,185, GA,0,28,1,1,0,0,0,1,0,,
Senior Data Scientist,145-225,3.8,Metromile,"San Francisco, CA",201 to 500 employees,Company - Private,Insurance Carriers,145,225,185, CA,1,9,1,0,0,1,1,0,0,senior,CA
Data Scientist,145-225,3.9,Criteo,"Ann Arbor, MI",1001 to 5000 employees,Company - Public,Internet,145,225,185, MI,0,15,1,0,1,1,0,0,1,,
Data Scientist,145-225,3.4,Advance Sourcing Concepts,"Pittsburgh, PA",51 to 200 employees,Company - Private,,145,225,185, PA,1,-1,1,0,0,0,1,0,0,,PA
Data Scientist,145-225,3.8,Enterprise Solutions Inc,"New York, NY",51 to 200 employees,Company - Private,Staffing & Outsourcing,145,225,185, NY,0,20,1,1,0,0,0,1,0,,IL
Analytics - Business Assurance Data Analyst,145-225,4.6,GreatAmerica Financial Services,"Cedar Rapids, IA",501 to 1000 employees,Company - Private,Lending,145,225,185, IA,1,28,0,1,0,0,0,1,0,,IA
Data Scientist,145-225,0.0,Microagility,"New York, NY",1 to 50 employees,Company - Private,Consulting,145,225,185, NY,0,-1,0,1,0,0,0,0,0,,NJ
Data Scientist,145-225,4.6,"Conch Technologies, Inc","Concord, CA",51 to 200 employees,Company - Private,Consulting,145,225,185, CA,0,-1,0,0,0,0,0,0,0,,TN
"Development Scientist, Voltaren",145-225,3.9,GSK,"Richmond, VA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,145,225,185, VA,0,190,0,0,0,0,1,0,0,,
Data Scientist,145-225,0.0,"Rainmaker Resources, LLC","Cincinnati, OH",1 to 50 employees,Company - Private,,145,225,185, OH,1,-1,0,1,0,0,0,0,1,,OH
Data Scientist,79-147 ,3.7,GovTech,"San Francisco, CA",1001 to 5000 employees,Government,Federal Agencies,79,147,113, CA,0,4,1,1,0,0,0,1,0,,
Data Scientist,79-147 ,3.3,Intellectual Ventures,"Bellevue, WA",501 to 1000 employees,Company - Private,Investment Banking & Asset Management,79,147,113, WA,1,20,1,1,0,0,0,0,0,,WA
Data Engineer,79-147 ,4.4,Rocket Lawyer,"San Francisco, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,79,147,113, CA,1,12,1,1,1,0,0,0,1,,CA
Data Scientist,79-147 ,3.7,22nd Century Technologies,"Oakland, CA",1001 to 5000 employees,Company - Private,IT Services,79,147,113, CA,0,23,0,0,0,0,0,0,1,,NJ
Data Scientist,79-147 ,3.3,Huxley,"San Francisco, CA",201 to 500 employees,Company - Private,Staffing & Outsourcing,79,147,113, CA,0,25,1,0,0,0,0,0,0,,
Data Scientist,79-147 ,3.4,FM Systems,"Boston, MA",51 to 200 employees,Company - Private,Computer Hardware & Software,79,147,113, MA,0,36,1,1,0,1,1,0,1,,NC
Data Scientist,79-147 ,0.0,B4Corp,"Reston, VA",51 to 200 employees,Company - Private,IT Services,79,147,113, VA,0,-1,1,1,0,0,0,0,0,,VA
Machine Learning Engineer,79-147 ,3.7,Mteq,"Fort Belvoir, VA",501 to 1000 employees,Company - Public,Aerospace & Defense,79,147,113, VA,0,66,1,0,0,0,0,0,0,,VA
Principal Data & Analytics Platform Engineer,79-147 ,3.7,Blue Cross and Blue Shield of North Carolina,"Durham, NC",1001 to 5000 employees,Company - Private,Insurance Carriers,79,147,113, NC,1,87,1,1,0,1,1,0,1,senior,NC
Machine Learning Engineer/Scientist,79-147 ,4.8,Jane Street,"New York, NY",501 to 1000 employees,Company - Private,Investment Banking & Asset Management,79,147,113, NY,1,20,0,0,0,0,0,0,0,,NY
Data Scientist,79-147 ,5.0,SSATI,"McLean, VA",1 to 50 employees,Company - Private,Computer Hardware & Software,79,147,113, VA,0,17,1,1,0,0,0,0,0,,MD
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",79-147 ,3.9,Novartis,"Cambridge, MA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,79,147,113, MA,0,24,0,0,0,0,0,0,0,senior,
Data Scientist,79-147 ,3.4,Solving IT International Inc,"Chicago, IL",501 to 1000 employees,Company - Private,,79,147,113, IL,1,-1,0,1,0,0,0,0,0,,IL
Data Scientist,79-147 ,3.3,The Davey Tree Expert Company,"Kent, OH",10000+ employees,Self-employed,Timber Operations,79,147,113, OH,1,140,1,1,0,0,0,0,0,,OH
Data Scientist,79-147 ,4.6,Centauri,"Reston, VA",501 to 1000 employees,Company - Private,Aerospace & Defense,79,147,113, VA,0,21,0,0,0,0,0,0,0,,VA
Data Scientist,79-147 ,0.0,Stride Search,"San Francisco, CA",1 to 50 employees,Company - Private,,79,147,113, CA,0,-1,1,0,0,0,0,0,0,,CA
Machine Learning Engineer,79-147 ,2.6,Software Engineering Institute,"Pittsburgh, PA",501 to 1000 employees,College / University,Colleges & Universities,79,147,113, PA,1,36,1,0,0,0,0,0,0,,PA
Data Analyst - Unilever Prestige,79-147 ,3.8,Dermalogica,"Carson, CA",201 to 500 employees,Subsidiary or Business Segment,Consumer Products Manufacturing,79,147,113, CA,1,34,1,0,0,0,0,1,0,,CA
Data Scientist,79-147 ,4.8,TechProjects,"New York, NY",1 to 50 employees,Company - Private,IT Services,79,147,113, NY,0,9,1,1,0,0,0,1,0,,NJ
"VP, Data Science",79-147 ,3.9,7Park Data,"New York, NY",51 to 200 employees,Company - Private,Research & Development,79,147,113, NY,1,8,1,1,0,1,0,0,0,,NY
Data Scientist,122-146 ,4.0,Netskope,"Santa Clara, CA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,122,146,134, CA,1,8,1,1,0,1,0,0,1,,CA
Data Scientist,122-146 ,4.2,Eversight,"Palo Alto, CA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,122,146,134, CA,1,7,1,0,0,0,0,0,0,,CA
Senior Business Intelligence Analyst,122-146 ,3.7,Protolabs,"Maple Plain, MN",1001 to 5000 employees,Company - Public,Miscellaneous Manufacturing,122,146,134, MN,1,21,0,0,0,0,0,0,0,senior,MN
Data Scientist,122-146 ,3.0,Ameritas Life Insurance Corp,"Cincinnati, OH",1001 to 5000 employees,Company - Private,Insurance Agencies & Brokerages,122,146,134, OH,0,133,0,0,0,0,0,0,0,,NE
Data Engineer - Kafka,122-146 ,3.5,Western Digital,"San Jose, CA",10000+ employees,Company - Public,Computer Hardware & Software,122,146,134, CA,1,50,1,0,1,1,1,0,0,,CA
Data Scientist,122-146 ,2.9,"Shimento, Inc.","Santa Clara, CA",1 to 50 employees,Company - Private,,122,146,134, CA,0,-1,1,0,1,1,0,0,1,,CA
Data Scientist,122-146 ,5.0,Averity,"New York, NY",1 to 50 employees,Company - Private,Staffing & Outsourcing,122,146,134, NY,1,6,0,0,0,0,0,0,0,,NY
Data Scientist,122-146 ,4.7,Praxis Engineering,"Chantilly, VA",201 to 500 employees,Subsidiary or Business Segment,Computer Hardware & Software,122,146,134, VA,0,18,0,0,0,0,1,0,1,,MD
Data Scientist,122-146 ,0.0,Point72 Ventures,"Palo Alto, CA",,,,122,146,134, CA,0,-1,0,0,0,0,0,0,0,,
Decision Scientist,122-146 ,4.5,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD",5001 to 10000 employees,Nonprofit Organization,Aerospace & Defense,122,146,134, MD,1,78,0,1,0,1,0,0,0,,MD
Data Scientist,122-146 ,4.9,Cambridge Mobile Telematics,"Cambridge, MA",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,122,146,134, MA,1,10,1,0,0,1,1,0,0,,MA
Data Science All Star Program - Data Engineer Track,122-146 ,4.6,Blend360,"Columbia, MD",51 to 200 employees,Company - Private,Consulting,122,146,134, MD,1,18,1,0,1,1,1,0,0,,MD
Data Scientist - TS/SCI FSP or CI Required,122-146 ,5.0,Phoenix Operations Group,"Annapolis Junction, MD",1 to 50 employees,Company - Private,IT Services,122,146,134, MD,0,9,1,0,0,1,0,0,1,,MD
Data Analyst,122-146 ,3.9,Nolij Consulting,"Falls Church, VA",51 to 200 employees,Company - Public,Consulting,122,146,134, VA,0,8,1,1,0,0,0,1,0,,VA
Data Scientist,122-146 ,0.0,Hatch Data Inc,"San Francisco, CA",,,,122,146,134, CA,0,-1,1,0,0,1,1,0,0,,
Senior Data Scientist,122-146 ,3.5,Maxar Technologies,"Herndon, VA",5001 to 10000 employees,Company - Public,Aerospace & Defense,122,146,134, VA,0,-1,1,1,0,0,0,0,1,senior,CO
Data Scientist,112-116 ,4.3,Quick Base,"Cambridge, MA",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,112,116,114, MA,1,21,1,1,0,0,0,1,0,,MA
Data Scientist,112-116 ,3.7,Takeda,"Cambridge, MA",10000+ employees,Company - Public,Biotech & Pharmaceuticals,112,116,114, MA,0,239,1,0,0,1,0,0,0,,
Data Scientist,112-116 ,3.5,Maxar Technologies,"Herndon, VA",5001 to 10000 employees,Company - Public,Aerospace & Defense,112,116,114, VA,0,-1,1,0,1,1,0,1,0,,CO
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,112-116 ,3.9,Southwest Research Institute,"Oklahoma City, OK",1001 to 5000 employees,Nonprofit Organization,Research & Development,112,116,114, OK,0,73,1,1,0,0,0,0,0,,TX
Data Scientist,112-116 ,4.7,Compass Consulting Group,"Thousand Oaks, CA",51 to 200 employees,Company - Private,Consulting,112,116,114, CA,0,12,1,0,0,0,0,0,0,,CA
Data Science Software Engineer,112-116 ,4.8,Klaviyo,"Boston, MA",201 to 500 employees,Company - Private,Computer Hardware & Software,112,116,114, MA,1,8,1,0,0,0,0,0,0,,MA
AI Ops Data Scientist,112-116 ,4.0,AstraZeneca,"Gaithersburg, MD",10000+ employees,Company - Public,Biotech & Pharmaceuticals,112,116,114, MD,0,107,1,0,1,1,1,0,0,,
Data Scientist,112-116 ,4.4,"SolutionIT, Inc.","Edison, NJ",51 to 200 employees,Company - Private,,112,116,114, NJ,0,-1,0,0,0,0,0,0,0,,MA
Data Scientist,112-116 ,3.2,Perspecta,"Adelphi, MD",10000+ employees,Company - Public,Aerospace & Defense,112,116,114, MD,0,2,1,0,1,0,0,0,1,,VA
Data Scientist,112-116 ,4.5,Smith Hanley Associates,"Washington, DC",1 to 50 employees,Company - Private,Staffing & Outsourcing,112,116,114, DC,0,40,1,0,0,0,0,0,0,,
Scientist - Machine Learning,112-116 ,3.5,Allen Institute,"Seattle, WA",201 to 500 employees,Nonprofit Organization,Research & Development,112,116,114, WA,1,17,0,0,0,0,0,0,0,,WA
Data Scientist,112-116 ,4.4,Eliassen Group,"Plano, TX",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,112,116,114, TX,0,31,1,0,0,0,0,0,0,,MA
Data Scientist,112-116 ,3.1,Bayside Solutions,"Sunnyvale, CA",1 to 50 employees,Company - Private,Staffing & Outsourcing,112,116,114, CA,0,19,1,1,0,0,0,1,0,,CA
Sr. Data Scientist,112-116 ,3.5,Evolve Vacation Rental,"Denver, CO",201 to 500 employees,Company - Private,Travel Agencies,112,116,114, CO,1,9,1,0,0,0,0,0,0,senior,CO
Data Scientist,112-116 ,3.8,AgreeYa Solutions,"Thousand Oaks, CA",1001 to 5000 employees,Company - Private,IT Services,112,116,114, CA,0,21,1,1,0,0,0,0,0,,CA
Data Scientist,112-116 ,3.7,Carolina Power & Light Co,"McLean, VA",5001 to 10000 employees,Subsidiary or Business Segment,Energy,112,116,114, VA,0,112,1,1,0,0,0,0,1,,NC
Analytics Manager - Data Mart,112-116 ,3.5,Central California Alliance for Health,"Scotts Valley, CA",501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,112,116,114, CA,1,24,0,0,0,0,0,1,0,,CA
Data Modeler (Analytical Systems),112-116 ,3.7,MassMutual,"Boston, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,112,116,114, MA,0,169,0,1,1,1,0,0,1,,MA
Applied AI Scientist / Engineer,112-116 ,5.0,"New Iron Group, Inc.","Boston, MA",1 to 50 employees,Contract,Computer Hardware & Software,112,116,114, MA,0,17,1,0,0,0,0,0,0,,TX
"Data Engineer (Analytics, SQL, Python, AWS)",112-116 ,4.0,Travelers,"Hartford, CT",10000+ employees,Company - Public,Insurance Carriers,112,116,114, CT,1,167,1,0,0,1,1,0,1,,CT
Senior Data Analyst - Finance & Platform Analytics,112-116 ,3.6,Twitch,"San Francisco, CA",1001 to 5000 employees,Subsidiary or Business Segment,Internet,112,116,114, CA,1,9,1,0,0,0,0,1,0,senior,CA
Senior Data Scientist,110-163 ,4.8,Klaviyo,"Boston, MA",201 to 500 employees,Company - Private,Computer Hardware & Software,110,163,136, MA,1,8,0,0,0,0,0,0,0,senior,MA
Market Research Data Scientist,110-163 ,3.8,GutCheck,"Denver, CO",51 to 200 employees,Company - Private,Advertising & Marketing,110,163,136, CO,1,11,0,1,0,0,0,0,0,,CO
IT Partner Digital Health Technology and Data Science,110-163 ,3.6,Biogen,"Cambridge, MA",5001 to 10000 employees,Company - Public,Biotech & Pharmaceuticals,110,163,136, MA,1,42,0,1,0,0,0,0,0,,MA
Data Scientist,110-163 ,0.0,HireAi,"San Francisco, CA",,,,110,163,136, CA,0,-1,1,1,0,1,0,1,0,,
"Senior Machine Learning Scientist - Bay Area, CA",110-163 ,3.3,Tempus Labs,"Redwood City, CA",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,110,163,136, CA,0,5,1,0,0,0,1,0,0,senior,IL
"Software Engineer (Data Scientist, C,C++,Linux,Unix) - SISW - MG",110-163 ,4.1,Mentor Graphics,"Fremont, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,110,163,136, CA,0,39,1,1,0,0,0,0,0,,OR
Senior Clinical Data Scientist Programmer,110-163 ,3.6,WCG (WIRB-Copernicus Group),"Hamilton, NJ",1001 to 5000 employees,Company - Private,Biotech & Pharmaceuticals,110,163,136, NJ,0,-1,0,1,0,0,0,0,0,senior,NJ
Data Engineer,110-163 ,4.5,Kingfisher Systems,"Falls Church, VA",51 to 200 employees,Company - Private,Federal Agencies,110,163,136, VA,1,15,1,0,0,0,0,0,0,,VA
Computer Vision / Deep Learning Scientist,110-163 ,3.3,Tempus Labs,"Chicago, IL",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,110,163,136, IL,1,5,0,0,0,0,1,0,0,,IL
Data Solutions Engineer - Data Modeler,110-163 ,3.4,Liberty Mutual Insurance,"Indianapolis, IN",10000+ employees,Company - Private,Insurance Carriers,110,163,136, IN,0,108,1,0,0,0,0,0,0,,MA
Data Scientist,110-163 ,4.3,Visionary Integration Professionals,"Washington, DC",501 to 1000 employees,Company - Private,IT Services,110,163,136, DC,0,24,0,1,0,0,0,0,0,,CA
Data Scientist (TS/SCI w/ Poly),110-163 ,3.5,Maxar Technologies,"Herndon, VA",5001 to 10000 employees,Company - Public,Aerospace & Defense,110,163,136, VA,0,-1,1,0,0,0,0,0,0,,CO
Weapons and Sensors Engineer/Scientist,110-163 ,4.0,Dynetics,"Huntsville, AL",1001 to 5000 employees,Company - Private,Aerospace & Defense,110,163,136, AL,1,46,1,0,0,0,0,0,0,,AL
Applied Computer Scientist,110-163 ,4.5,Systems & Technology Research,"Woburn, MA",201 to 500 employees,Company - Private,Aerospace & Defense,110,163,136, MA,1,10,0,0,0,0,0,0,0,,MA
Senior Data Analyst,110-163 ,4.5,Novetta,"Herndon, VA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,110,163,136, VA,0,8,1,1,0,0,0,0,0,senior,VA
Cloud Data Engineer (Azure),110-163 ,3.9,Navy Federal Credit Union,"Merrifield, VA",10000+ employees,Other Organization,Banks & Credit Unions,110,163,136, VA,0,87,0,0,0,0,0,1,0,,VA
"Lead Certified Clinical Laboratory Scientist - Saturday - Tuesday, 8:00pm - 6:30am shift",110-163 ,4.0,Exact Sciences Corporation,"Madison, WI",1001 to 5000 employees,Company - Public,Health Care Services & Hospitals,110,163,136, WI,1,25,0,0,0,0,0,0,0,senior,WI
Sr. Data Analyst,110-163 ,3.6,Community Behavioral Health,"Philadelphia, PA",201 to 500 employees,Company - Private,Health Care Services & Hospitals,110,163,136, PA,0,26,0,1,0,0,0,1,0,senior,PA
Senior Scientist - Toxicologist - Product Integrity (Stewardship),110-163 ,3.3,Reynolds American,"Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,110,163,136, NC,1,145,0,1,0,0,0,0,0,senior,NC
Senior Machine Learning Engineer,110-163 ,5.0,LifeOmic,"Raleigh, NC",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,110,163,136, NC,0,4,0,0,0,1,1,0,0,senior,IN
Product Data Scientist - Ads Data Science,124-198 ,4.1,Twitter,"San Francisco, CA",1001 to 5000 employees,Company - Public,Internet,124,198,161, CA,1,14,1,0,0,0,0,0,0,,CA
Data Scientist,124-198 ,3.2,Postmates - Corporate HQ,"San Francisco, CA",1001 to 5000 employees,Company - Private,Express Delivery Services,124,198,161, CA,1,9,1,0,0,1,0,0,0,,CA
Data Scientist,124-198 ,4.9,"Visionist, Inc.","Columbia, MD",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,124,198,161, MD,1,10,1,0,1,1,0,1,0,,MD
Data Scientist,124-198 ,0.0,Navio,"San Mateo, CA",,,,124,198,161, CA,0,-1,0,0,0,0,1,0,0,,CA
Data Scientist,124-198 ,3.3,Concerto HealthAI,"Boston, MA",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,124,198,161, MA,1,2,1,0,0,0,0,0,0,,MA
Data Scientist,124-198 ,0.0,Evolvinc,"Burbank, CA",1 to 50 employees,Company - Private,IT Services,124,198,161, CA,0,15,1,1,1,1,1,0,1,,CA
Data Scientist,124-198 ,5.0,PROPRIUS,"Sunnyvale, CA",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,124,198,161, CA,0,-1,1,0,1,1,0,1,1,,
Data Scientist,124-198 ,3.4,TECHNOCRAFT Solutions,"San Ramon, CA",1 to 50 employees,Company - Private,Advertising & Marketing,124,198,161, CA,0,-1,1,0,0,0,0,0,1,,OH
Data Scientist,124-198 ,4.1,"Latitude, Inc.","Washington, DC",1 to 50 employees,Company - Private,Consulting,124,198,161, DC,0,-1,1,0,0,0,0,1,0,,MD
Data Scientist,124-198 ,5.0,Royce Geospatial,"Springfield, VA",51 to 200 employees,Company - Private,Aerospace & Defense,124,198,161, VA,0,6,1,0,0,0,0,0,1,,VA
Data Scientist,124-198 ,4.2,CyberCoders,"Phoenix, AZ",201 to 500 employees,Subsidiary or Business Segment,Staffing & Outsourcing,124,198,161, AZ,0,21,1,0,0,0,0,0,0,,CA
Data Scientist,124-198 ,3.7,Booz Allen Hamilton Inc.,"Oxnard, CA",10000+ employees,Company - Public,Consulting,124,198,161, CA,0,106,1,0,1,0,0,1,1,,VA
Data Scientist,124-198 ,3.8,Burns & McDonnell,"Kansas City, MO",5001 to 10000 employees,Company - Private,Architectural & Engineering Services,124,198,161, MO,1,122,1,1,0,0,0,0,0,,MO
Data Scientist,124-198 ,4.8,InvenTech Info,"Jersey City, NJ",201 to 500 employees,Company - Private,IT Services,124,198,161, NJ,0,10,1,0,0,0,0,0,0,,
Data Scientist,124-198 ,3.5,Robert Half,"Manchester, NH",10000+ employees,Company - Public,Staffing & Outsourcing,124,198,161, NH,0,72,1,0,1,1,0,0,0,,CA
Analytics - Business Assurance Data Analyst,124-198 ,4.6,GreatAmerica Financial Services,"Cedar Rapids, IA",501 to 1000 employees,Company - Private,Lending,124,198,161, IA,1,28,0,1,0,0,0,1,0,,IA
Data Scientist,124-198 ,4.5,Conflux Systems Inc.,"Winters, TX",1 to 50 employees,Company - Private,Accounting,124,198,161, TX,0,-1,1,1,1,1,1,0,0,,GA
Data Scientist,124-198 ,3.9,Criteo,"Ann Arbor, MI",1001 to 5000 employees,Company - Public,Internet,124,198,161, MI,0,15,1,0,1,1,0,0,1,,
Data Scientist,124-198 ,3.4,Voice,"Brooklyn, NY",,Company - Private,,124,198,161, NY,0,-1,1,0,0,0,0,0,0,,
Data Scientist,124-198 ,0.0,Microagility,"New York, NY",1 to 50 employees,Company - Private,Consulting,124,198,161, NY,0,-1,0,1,0,0,0,0,0,,NJ
Data Scientist,124-198 ,4.1,Coverent,"McLean, VA",51 to 200 employees,Company - Private,Consulting,124,198,161, VA,1,12,1,1,0,0,0,0,0,,VA
Data Scientist,79-133 ,3.7,Via Transportation,"New York, NY",501 to 1000 employees,Company - Private,Internet,79,133,106, NY,1,8,1,0,0,0,0,1,0,,NY
Senior Data Scientist,79-133 ,3.5,Benson Hill,"Saint Louis, MO",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,79,133,106, MO,1,8,1,1,0,0,0,0,1,senior,MO
Data Scientist,79-133 ,4.6,"Conch Technologies, Inc","Concord, CA",51 to 200 employees,Company - Private,Consulting,79,133,106, CA,0,-1,0,0,0,0,0,0,0,,TN
Data Scientist,79-133 ,0.0,Falcon IT & Staffing Solutions,"Fort Belvoir, VA",,Company - Public,,79,133,106, VA,0,-1,1,1,0,0,0,0,0,,DC
Data Scientist,79-133 ,0.0,"Rainmaker Resources, LLC","Cincinnati, OH",1 to 50 employees,Company - Private,,79,133,106, OH,1,-1,0,1,0,0,0,0,1,,OH
Data Engineer,79-133 ,4.4,Rocket Lawyer,"San Francisco, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,79,133,106, CA,1,12,1,1,1,0,0,0,1,,CA
Data Scientist,79-133 ,3.6,DataLab USA,"Germantown, MD",51 to 200 employees,Company - Private,IT Services,79,133,106, MD,1,-1,1,1,0,0,0,1,0,,MD
Data Scientist,79-133 ,3.1,Werner Enterprises Inc,"Omaha, NE",10000+ employees,Company - Public,Logistics & Supply Chain,79,133,106, NE,1,64,0,0,0,0,0,0,0,,NE
Data Scientist,79-133 ,5.0,PeopleCom,"McLean, VA",1 to 50 employees,Company - Private,,79,133,106, VA,0,-1,1,0,0,0,0,0,0,,VA
Data Scientist - Machine Learning,79-133 ,5.0,VANTA Partners,"Open Fork, VA",1 to 50 employees,Company - Private,Staffing & Outsourcing,79,133,106, VA,0,2,1,0,0,1,0,0,0,,NY
Data Scientist,79-133 ,0.0,B4Corp,"Reston, VA",51 to 200 employees,Company - Private,IT Services,79,133,106, VA,0,-1,1,1,0,0,0,0,0,,VA
Data Scientist,79-133 ,0.0,"Blue Icy Water, LLC",United States,1 to 50 employees,Company - Private,,79,133,106,US,0,-1,0,1,0,0,0,0,0,,MI
Data Scientist,79-133 ,3.5,"Farmer's Business Network, Inc.","San Carlos, CA",201 to 500 employees,Company - Private,Farm Support Services,79,133,106, CA,1,6,1,1,0,0,0,0,1,,CA
Data Scientist,79-133 ,0.0,Sonde Health,"Boston, MA",1 to 50 employees,Private Practice / Firm,Health Care Services & Hospitals,79,133,106, MA,1,-1,1,0,0,0,1,0,0,,MA
Data Scientist,79-133 ,5.0,Maxiom,"Ashburn, VA",1 to 50 employees,Company - Public,,79,133,106, VA,1,-1,1,1,1,0,0,1,0,,VA
Data Scientist,79-133 ,2.7,Change Healthcare,"Lombard, IL",10000+ employees,Company - Public,IT Services,79,133,106, IL,0,13,0,1,0,0,1,0,0,,TN
